# sample1 			| sample2 			| total SNPs 	| mismatched SNPs 	| mismatch % 	| Hom Hom (ex: 00 11) 	| Hom Homs % 	| Het Hom Lap (ex: 00 01) 	| Het Hom Lap % 	| Het Hom non Lap (ex 00 12) 	| Het Hom non Lap % 	| Het Het (ex: 01 12 or 01 23) 	| Het Het %
Ceyx.erit.KU.12370  | Ceyx.erit.KU.12576 | 2808          | 391               | 13.92%        | 75                    | 2.67%         | 316                       | 11.25%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12370  | Ceyx.erit.KU.12622 | 2716          | 391               | 14.40%        | 78                    | 2.87%         | 313                       | 11.52%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12370  | Ceyx.erit.KU.12646 | 2759          | 381               | 13.81%        | 71                    | 2.57%         | 310                       | 11.24%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12370  | Ceyx.erit.KU.12774 | 2778          | 380               | 13.68%        | 74                    | 2.66%         | 306                       | 11.02%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12370  | Ceyx.erit.KU.12796 | 2803          | 386               | 13.77%        | 68                    | 2.43%         | 318                       | 11.34%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12370  | Ceyx.erit.KU.19295 | 2731          | 378               | 13.84%        | 80                    | 2.93%         | 298                       | 10.91%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12370  | Ceyx.erit.KU.19310 | 2848          | 385               | 13.52%        | 90                    | 3.16%         | 295                       | 10.36%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12370  | Ceyx.erit.KU.19363 | 2784          | 371               | 13.33%        | 86                    | 3.09%         | 285                       | 10.24%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12370  | Ceyx.erit.LSU.38586 | 2797          | 394               | 14.09%        | 63                    | 2.25%         | 331                       | 11.83%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12370  | Ceyx.erit.LSU.51075 | 2802          | 387               | 13.81%        | 72                    | 2.57%         | 315                       | 11.24%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12370  | Ceyx.erit.LSU.51088 | 2810          | 404               | 14.38%        | 61                    | 2.17%         | 343                       | 12.21%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12370  | Ceyx.erit.LSU.47161 | 2470          | 350               | 14.17%        | 65                    | 2.63%         | 285                       | 11.54%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12370  | Ceyx.erit.LSU.47231 | 2784          | 417               | 14.98%        | 78                    | 2.80%         | 339                       | 12.18%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12370  | Ceyx.erit.LSU.51008 | 2754          | 435               | 15.80%        | 67                    | 2.43%         | 368                       | 13.36%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12370  | Ceyx.erit.LSU.51025 | 2684          | 376               | 14.01%        | 55                    | 2.05%         | 321                       | 11.96%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12370  | Ceyx.erit.LSU.58557 | 2814          | 406               | 14.43%        | 60                    | 2.13%         | 346                       | 12.30%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12370  | Ceyx.erit.LSU.58647 | 2730          | 420               | 15.38%        | 49                    | 1.79%         | 371                       | 13.59%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12370  | Ceyx.erit.LSU.74725 | 2596          | 366               | 14.10%        | 54                    | 2.08%         | 312                       | 12.02%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12370  | Ceyx.erit.LSU.78748 | 2788          | 411               | 14.74%        | 58                    | 2.08%         | 353                       | 12.66%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12370  | Ceyx.erit.LSU.47126 | 2857          | 408               | 14.28%        | 59                    | 2.07%         | 349                       | 12.22%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12370  | Ceyx.erit.S07-1C  | 2800          | 394               | 14.07%        | 119                   | 4.25%         | 275                       | 9.82%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12370  | Ceyx.erit.UW-67478 | 1421          | 179               | 12.60%        | 44                    | 3.10%         | 135                       | 9.50%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12370  | Ceyx.erit.UW-67495 | 1663          | 226               | 13.59%        | 53                    | 3.19%         | 173                       | 10.40%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.LSU.57040 | 2878          | 402               | 13.97%        | 66                    | 2.29%         | 336                       | 11.67%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.LSU.57065 | 2743          | 344               | 12.54%        | 60                    | 2.19%         | 284                       | 10.35%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.KU.12576 | 2861          | 391               | 13.67%        | 80                    | 2.80%         | 311                       | 10.87%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.KU.12622 | 2763          | 398               | 14.40%        | 90                    | 3.26%         | 308                       | 11.15%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.KU.12646 | 2786          | 390               | 14.00%        | 79                    | 2.84%         | 311                       | 11.16%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.KU.12774 | 2827          | 389               | 13.76%        | 85                    | 3.01%         | 304                       | 10.75%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.KU.12796 | 2834          | 392               | 13.83%        | 68                    | 2.40%         | 324                       | 11.43%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.KU.19295 | 2776          | 371               | 13.36%        | 95                    | 3.42%         | 276                       | 9.94%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.KU.19310 | 2887          | 382               | 13.23%        | 92                    | 3.19%         | 290                       | 10.05%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.KU.19363 | 2827          | 385               | 13.62%        | 98                    | 3.47%         | 287                       | 10.15%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.LSU.38586 | 2829          | 399               | 14.10%        | 63                    | 2.23%         | 336                       | 11.88%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.LSU.51075 | 2849          | 365               | 12.81%        | 80                    | 2.81%         | 285                       | 10.00%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.LSU.51088 | 2855          | 392               | 13.73%        | 82                    | 2.87%         | 310                       | 10.86%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.LSU.47161 | 2529          | 339               | 13.40%        | 74                    | 2.93%         | 265                       | 10.48%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.LSU.47231 | 2827          | 419               | 14.82%        | 87                    | 3.08%         | 332                       | 11.74%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.LSU.51008 | 2805          | 409               | 14.58%        | 65                    | 2.32%         | 344                       | 12.26%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.LSU.51025 | 2723          | 378               | 13.88%        | 59                    | 2.17%         | 319                       | 11.72%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.LSU.58557 | 2864          | 408               | 14.25%        | 75                    | 2.62%         | 333                       | 11.63%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.LSU.58647 | 2764          | 383               | 13.86%        | 50                    | 1.81%         | 333                       | 12.05%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.LSU.74725 | 2642          | 360               | 13.63%        | 66                    | 2.50%         | 294                       | 11.13%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.LSU.78748 | 2841          | 399               | 14.04%        | 66                    | 2.32%         | 333                       | 11.72%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.LSU.47126 | 2912          | 413               | 14.18%        | 82                    | 2.82%         | 331                       | 11.37%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.S07-1C  | 2852          | 409               | 14.34%        | 132                   | 4.63%         | 277                       | 9.71%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.UW-67478 | 1477          | 190               | 12.86%        | 48                    | 3.25%         | 142                       | 9.61%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57033 | Ceyx.erit.UW-67495 | 1702          | 235               | 13.81%        | 54                    | 3.17%         | 181                       | 10.63%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.LSU.57065 | 2771          | 367               | 13.24%        | 55                    | 1.98%         | 312                       | 11.26%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.KU.12576 | 2900          | 413               | 14.24%        | 78                    | 2.69%         | 335                       | 11.55%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.KU.12622 | 2795          | 427               | 15.28%        | 85                    | 3.04%         | 342                       | 12.24%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.KU.12646 | 2831          | 408               | 14.41%        | 71                    | 2.51%         | 337                       | 11.90%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.KU.12774 | 2867          | 412               | 14.37%        | 82                    | 2.86%         | 330                       | 11.51%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.KU.12796 | 2878          | 406               | 14.11%        | 71                    | 2.47%         | 335                       | 11.64%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.KU.19295 | 2811          | 408               | 14.51%        | 101                   | 3.59%         | 307                       | 10.92%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.KU.19310 | 2930          | 402               | 13.72%        | 111                   | 3.79%         | 291                       | 9.93%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.KU.19363 | 2863          | 408               | 14.25%        | 103                   | 3.60%         | 305                       | 10.65%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.LSU.38586 | 2870          | 419               | 14.60%        | 64                    | 2.23%         | 355                       | 12.37%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.LSU.51075 | 2884          | 405               | 14.04%        | 81                    | 2.81%         | 324                       | 11.23%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.LSU.51088 | 2894          | 422               | 14.58%        | 80                    | 2.76%         | 342                       | 11.82%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.LSU.47161 | 2547          | 365               | 14.33%        | 66                    | 2.59%         | 299                       | 11.74%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.LSU.47231 | 2857          | 436               | 15.26%        | 80                    | 2.80%         | 356                       | 12.46%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.LSU.51008 | 2836          | 435               | 15.34%        | 63                    | 2.22%         | 372                       | 13.12%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.LSU.51025 | 2762          | 404               | 14.63%        | 55                    | 1.99%         | 349                       | 12.64%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.LSU.58557 | 2902          | 432               | 14.89%        | 68                    | 2.34%         | 364                       | 12.54%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.LSU.58647 | 2812          | 413               | 14.69%        | 49                    | 1.74%         | 364                       | 12.94%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.LSU.74725 | 2678          | 379               | 14.15%        | 58                    | 2.17%         | 321                       | 11.99%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.LSU.78748 | 2879          | 428               | 14.87%        | 60                    | 2.08%         | 368                       | 12.78%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.LSU.47126 | 2946          | 418               | 14.19%        | 64                    | 2.17%         | 354                       | 12.02%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.S07-1C  | 2889          | 416               | 14.40%        | 121                   | 4.19%         | 295                       | 10.21%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.UW-67478 | 1487          | 183               | 12.31%        | 44                    | 2.96%         | 139                       | 9.35%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57040 | Ceyx.erit.UW-67495 | 1720          | 217               | 12.62%        | 53                    | 3.08%         | 164                       | 9.53%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.KU.12576 | 2747          | 358               | 13.03%        | 74                    | 2.69%         | 284                       | 10.34%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.KU.12622 | 2660          | 370               | 13.91%        | 81                    | 3.05%         | 289                       | 10.86%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.KU.12646 | 2687          | 346               | 12.88%        | 75                    | 2.79%         | 271                       | 10.09%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.KU.12774 | 2710          | 356               | 13.14%        | 83                    | 3.06%         | 273                       | 10.07%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.KU.12796 | 2735          | 360               | 13.16%        | 73                    | 2.67%         | 287                       | 10.49%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.KU.19295 | 2662          | 356               | 13.37%        | 75                    | 2.82%         | 281                       | 10.56%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.KU.19310 | 2779          | 346               | 12.45%        | 90                    | 3.24%         | 256                       | 9.21%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.KU.19363 | 2717          | 346               | 12.73%        | 91                    | 3.35%         | 255                       | 9.39%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.LSU.38586 | 2717          | 369               | 13.58%        | 50                    | 1.84%         | 319                       | 11.74%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.LSU.51075 | 2739          | 352               | 12.85%        | 75                    | 2.74%         | 277                       | 10.11%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.LSU.51088 | 2744          | 365               | 13.30%        | 65                    | 2.37%         | 300                       | 10.93%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.LSU.47161 | 2445          | 329               | 13.46%        | 70                    | 2.86%         | 259                       | 10.59%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.LSU.47231 | 2729          | 381               | 13.96%        | 76                    | 2.78%         | 305                       | 11.18%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.LSU.51008 | 2691          | 397               | 14.75%        | 56                    | 2.08%         | 341                       | 12.67%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.LSU.51025 | 2622          | 356               | 13.58%        | 53                    | 2.02%         | 303                       | 11.56%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.LSU.58557 | 2751          | 403               | 14.65%        | 63                    | 2.29%         | 340                       | 12.36%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.LSU.58647 | 2650          | 365               | 13.77%        | 46                    | 1.74%         | 319                       | 12.04%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.LSU.74725 | 2540          | 365               | 14.37%        | 63                    | 2.48%         | 302                       | 11.89%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.LSU.78748 | 2737          | 385               | 14.07%        | 63                    | 2.30%         | 322                       | 11.76%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.LSU.47126 | 2794          | 381               | 13.64%        | 68                    | 2.43%         | 313                       | 11.20%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.S07-1C  | 2738          | 373               | 13.62%        | 118                   | 4.31%         | 255                       | 9.31%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.UW-67478 | 1455          | 177               | 12.16%        | 37                    | 2.54%         | 140                       | 9.62%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.57065 | Ceyx.erit.UW-67495 | 1659          | 204               | 12.30%        | 46                    | 2.77%         | 158                       | 9.52%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12576  | Ceyx.erit.KU.12622 | 2792          | 339               | 12.14%        | 67                    | 2.40%         | 272                       | 9.74%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12576  | Ceyx.erit.KU.12646 | 2818          | 325               | 11.53%        | 62                    | 2.20%         | 263                       | 9.33%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12576  | Ceyx.erit.KU.12774 | 2857          | 312               | 10.92%        | 59                    | 2.07%         | 253                       | 8.86%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12576  | Ceyx.erit.KU.12796 | 2864          | 311               | 10.86%        | 54                    | 1.89%         | 257                       | 8.97%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12576  | Ceyx.erit.KU.19295 | 2817          | 258               | 9.16%         | 48                    | 1.70%         | 210                       | 7.45%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12576  | Ceyx.erit.KU.19310 | 2931          | 247               | 8.43%         | 38                    | 1.30%         | 209                       | 7.13%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12576  | Ceyx.erit.KU.19363 | 2856          | 255               | 8.93%         | 53                    | 1.86%         | 202                       | 7.07%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12576  | Ceyx.erit.LSU.38586 | 2862          | 390               | 13.63%        | 76                    | 2.66%         | 314                       | 10.97%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12576  | Ceyx.erit.LSU.51075 | 2876          | 363               | 12.62%        | 88                    | 3.06%         | 275                       | 9.56%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12576  | Ceyx.erit.LSU.51088 | 2880          | 391               | 13.58%        | 93                    | 3.23%         | 298                       | 10.35%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12576  | Ceyx.erit.LSU.47161 | 2518          | 341               | 13.54%        | 89                    | 3.53%         | 252                       | 10.01%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12576  | Ceyx.erit.LSU.47231 | 2843          | 396               | 13.93%        | 97                    | 3.41%         | 299                       | 10.52%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12576  | Ceyx.erit.LSU.51008 | 2842          | 408               | 14.36%        | 66                    | 2.32%         | 342                       | 12.03%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12576  | Ceyx.erit.LSU.51025 | 2740          | 379               | 13.83%        | 79                    | 2.88%         | 300                       | 10.95%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12576  | Ceyx.erit.LSU.58557 | 2890          | 430               | 14.88%        | 89                    | 3.08%         | 341                       | 11.80%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12576  | Ceyx.erit.LSU.58647 | 2791          | 390               | 13.97%        | 63                    | 2.26%         | 327                       | 11.72%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12576  | Ceyx.erit.LSU.74725 | 2665          | 375               | 14.07%        | 73                    | 2.74%         | 302                       | 11.33%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12576  | Ceyx.erit.LSU.78748 | 2860          | 384               | 13.43%        | 71                    | 2.48%         | 313                       | 10.94%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12576  | Ceyx.erit.LSU.47126 | 2937          | 390               | 13.28%        | 82                    | 2.79%         | 308                       | 10.49%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12576  | Ceyx.erit.S07-1C  | 2877          | 404               | 14.04%        | 147                   | 5.11%         | 257                       | 8.93%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12576  | Ceyx.erit.UW-67478 | 1451          | 176               | 12.13%        | 50                    | 3.45%         | 126                       | 8.68%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12576  | Ceyx.erit.UW-67495 | 1696          | 218               | 12.85%        | 65                    | 3.83%         | 153                       | 9.02%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12622  | Ceyx.erit.KU.12646 | 2728          | 345               | 12.65%        | 66                    | 2.42%         | 279                       | 10.23%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12622  | Ceyx.erit.KU.12774 | 2754          | 321               | 11.66%        | 59                    | 2.14%         | 262                       | 9.51%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12622  | Ceyx.erit.KU.12796 | 2768          | 318               | 11.49%        | 54                    | 1.95%         | 264                       | 9.54%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12622  | Ceyx.erit.KU.19295 | 2700          | 328               | 12.15%        | 70                    | 2.59%         | 258                       | 9.56%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12622  | Ceyx.erit.KU.19310 | 2817          | 336               | 11.93%        | 78                    | 2.77%         | 258                       | 9.16%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12622  | Ceyx.erit.KU.19363 | 2754          | 322               | 11.69%        | 74                    | 2.69%         | 248                       | 9.01%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12622  | Ceyx.erit.LSU.38586 | 2760          | 420               | 15.22%        | 80                    | 2.90%         | 340                       | 12.32%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12622  | Ceyx.erit.LSU.51075 | 2778          | 375               | 13.50%        | 106                   | 3.82%         | 269                       | 9.68%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12622  | Ceyx.erit.LSU.51088 | 2789          | 402               | 14.41%        | 103                   | 3.69%         | 299                       | 10.72%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12622  | Ceyx.erit.LSU.47161 | 2452          | 350               | 14.27%        | 84                    | 3.43%         | 266                       | 10.85%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12622  | Ceyx.erit.LSU.47231 | 2746          | 431               | 15.70%        | 108                   | 3.93%         | 323                       | 11.76%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12622  | Ceyx.erit.LSU.51008 | 2725          | 426               | 15.63%        | 80                    | 2.94%         | 346                       | 12.70%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12622  | Ceyx.erit.LSU.51025 | 2651          | 395               | 14.90%        | 83                    | 3.13%         | 312                       | 11.77%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12622  | Ceyx.erit.LSU.58557 | 2786          | 444               | 15.94%        | 97                    | 3.48%         | 347                       | 12.46%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12622  | Ceyx.erit.LSU.58647 | 2693          | 421               | 15.63%        | 76                    | 2.82%         | 345                       | 12.81%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12622  | Ceyx.erit.LSU.74725 | 2568          | 378               | 14.72%        | 90                    | 3.50%         | 288                       | 11.21%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12622  | Ceyx.erit.LSU.78748 | 2759          | 420               | 15.22%        | 96                    | 3.48%         | 324                       | 11.74%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12622  | Ceyx.erit.LSU.47126 | 2833          | 419               | 14.79%        | 97                    | 3.42%         | 322                       | 11.37%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12622  | Ceyx.erit.S07-1C  | 2769          | 409               | 14.77%        | 145                   | 5.24%         | 264                       | 9.53%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12622  | Ceyx.erit.UW-67478 | 1429          | 175               | 12.25%        | 54                    | 3.78%         | 121                       | 8.47%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12622  | Ceyx.erit.UW-67495 | 1660          | 224               | 13.49%        | 65                    | 3.92%         | 159                       | 9.58%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12646  | Ceyx.erit.KU.12774 | 2780          | 291               | 10.47%        | 59                    | 2.12%         | 232                       | 8.35%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12646  | Ceyx.erit.KU.12796 | 2803          | 308               | 10.99%        | 45                    | 1.61%         | 263                       | 9.38%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12646  | Ceyx.erit.KU.19295 | 2731          | 323               | 11.83%        | 70                    | 2.56%         | 253                       | 9.26%             | 0                             | 0.00%                 | 0                             | 0.00%              
